Activity,Person's Residence in Preparedness Region,Person's Residence in Local Health Department Jurisdiction,Person's Residence in County,Vaccine Type,Facility Type,Dose Number,Week,Month,Year,Data as of,Number of Doses
2020-21,Region 2S,City of Detroit Health Department,Detroit,Pfizer,Hospital,First Dose,53,December,2020,12/30/20,181
2020-21,Region 2S,City of Detroit Health Department,Detroit,Pfizer,Hospital,First Dose,53,December,2020,12/31/20,83
2020-21,Region 2S,City of Detroit Health Department,Detroit,Pfizer,Hospital,First Dose,53,January,2021,1/1/21,5
2020-21,Region 2S,City of Detroit Health Department,Detroit,Pfizer,Hospital,First Dose,53,January,2021,1/2/21,92
2020-21,Region 2S,City of Detroit Health Department,Detroit,Pfizer,Internal Medicine,First Dose,53,December,2020,12/30/20,1
2020-21,Region 2S,City of Detroit Health Department,Detroit,Pfizer,Local Health Department,First Dose,51,December,2020,12/18/20,10
2020-21,Region 2S,City of Detroit Health Department,Detroit,Pfizer,Local Health Department,First Dose,51,December,2020,12/19/20,2
2020-21,Region 2S,City of Detroit Health Department,Detroit,Pfizer,Local Health Department,First Dose,52,December,2020,12/21/20,8
2020-21,Region 2S,City of Detroit Health Department,Detroit,Pfizer,Local Health Department,First Dose,52,December,2020,12/22/20,8
2020-21,Region 2S,City of Detroit Health Department,Detroit,Pfizer,Local Health Department,First Dose,52,December,2020,12/23/20,4
2020-21,Region 2S,City of Detroit Health Department,Detroit,Pfizer,Local Health Department,First Dose,53,December,2020,12/28/20,3
2020-21,Region 2S,City of Detroit Health Department,Detroit,Pfizer,Local Health Department,First Dose,53,December,2020,12/29/20,6
2020-21,Region 2S,City of Detroit Health Department,Detroit,Pfizer,Local Health Department,First Dose,53,December,2020,12/30/20,14
2020-21,Region 2S,City of Detroit Health Department,Detroit,Pfizer,Pharmacy,First Dose,51,December,2020,12/18/20,9
2020-21,Region 2S,City of Detroit Health Department,Detroit,Pfizer,Pharmacy,First Dose,52,December,2020,12/20/20,2
2020-21,Region 2S,City of Detroit Health Department,Detroit,Pfizer,Pharmacy,First Dose,52,December,2020,12/21/20,9
2020-21,Region 2S,City of Detroit Health Department,Detroit,Pfizer,Pharmacy,First Dose,52,December,2020,12/22/20,20
2020-21,Region 2S,City of Detroit Health Department,Detroit,Pfizer,Pharmacy,First Dose,52,December,2020,12/23/20,7
2020-21,Region 2S,Monroe County Health Department,Monroe,Moderna,Family Practice,First Dose,52,December,2020,12/23/20,1
2020-21,Region 2S,Monroe County Health Department,Monroe,Moderna,Federally Qualified Health Center,First Dose,53,December,2020,12/30/20,3
2020-21,Region 2S,Monroe County Health Department,Monroe,Moderna,Hospital,First Dose,52,December,2020,12/23/20,2
2020-21,Region 2S,Monroe County Health Department,Monroe,Moderna,Hospital,First Dose,52,December,2020,12/26/20,1
2020-21,Region 2S,Monroe County Health Department,Monroe,Moderna,Hospital,First Dose,53,December,2020,12/28/20,23
2020-21,Region 2S,Monroe County Health Department,Monroe,Moderna,Hospital,First Dose,53,December,2020,12/29/20,17
2020-21,Region 2S,Monroe County Health Department,Monroe,Moderna,Hospital,First Dose,53,December,2020,12/30/20,10
2020-21,Region 2S,Monroe County Health Department,Monroe,Moderna,Hospital,First Dose,53,December,2020,12/31/20,5
2020-21,Region 2S,Monroe County Health Department,Monroe,Moderna,Local Health Department,First Dose,52,December,2020,12/22/20,9
2020-21,Region 2S,Monroe County Health Department,Monroe,Moderna,Local Health Department,First Dose,52,December,2020,12/23/20,17
2020-21,Region 2S,Monroe County Health Department,Monroe,Moderna,Local Health Department,First Dose,53,December,2020,12/28/20,1
2020-21,Region 2S,Monroe County Health Department,Monroe,Moderna,Local Health Department,First Dose,53,December,2020,12/30/20,1
2020-21,Region 2S,Monroe County Health Department,Monroe,Moderna,Other,First Dose,51,December,2020,12/14/20,1
2020-21,Region 2S,Monroe County Health Department,Monroe,Moderna,Other,First Dose,53,December,2020,12/29/20,1
2020-21,Region 2S,Monroe County Health Department,Monroe,Moderna,Other,First Dose,53,January,2021,1/2/21,2
2020-21,Region 2S,Monroe County Health Department,Monroe,Moderna,Pharmacy,First Dose,53,December,2020,12/28/20,84
2020-21,Region 2S,Monroe County Health Department,Monroe,Moderna,Pharmacy,First Dose,53,December,2020,12/29/20,67
2020-21,Region 2S,Monroe County Health Department,Monroe,Moderna,Pharmacy,First Dose,53,December,2020,12/30/20,6
2020-21,Region 2S,Monroe County Health Department,Monroe,Moderna,Pharmacy,First Dose,53,December,2020,12/31/20,4
2020-21,Region 2S,Monroe County Health Department,Monroe,Moderna,Pharmacy,First Dose,53,January,2021,1/1/21,1
2020-21,Region 2S,Monroe County Health Department,Monroe,Moderna,Pharmacy,First Dose,53,January,2021,1/2/21,46
2020-21,Region 2S,Monroe County Health Department,Monroe,Pfizer,Family Practice,First Dose,53,December,2020,12/28/20,1
2020-21,Region 2S,Monroe County Health Department,Monroe,Pfizer,Hospital,First Dose,51,December,2020,12/15/20,3
2020-21,Region 2S,Monroe County Health Department,Monroe,Pfizer,Hospital,First Dose,51,December,2020,12/16/20,3
2020-21,Region 2S,Monroe County Health Department,Monroe,Pfizer,Hospital,First Dose,51,December,2020,12/17/20,10
2020-21,Region 2S,Monroe County Health Department,Monroe,Pfizer,Hospital,First Dose,51,December,2020,12/18/20,59
2020-21,Region 2S,Monroe County Health Department,Monroe,Pfizer,Hospital,First Dose,51,December,2020,12/19/20,20
2020-21,Region 2S,Monroe County Health Department,Monroe,Pfizer,Hospital,First Dose,52,December,2020,12/20/20,12
2020-21,Region 2S,Monroe County Health Department,Monroe,Pfizer,Hospital,First Dose,52,December,2020,12/21/20,112
2020-21,Region 2S,Monroe County Health Department,Monroe,Pfizer,Hospital,First Dose,52,December,2020,12/22/20,116
2020-21,Region 2S,Monroe County Health Department,Monroe,Pfizer,Hospital,First Dose,52,December,2020,12/23/20,86
2020-21,Region 2S,Monroe County Health Department,Monroe,Pfizer,Hospital,First Dose,52,December,2020,12/24/20,34
2020-21,Region 2S,Monroe County Health Department,Monroe,Pfizer,Hospital,First Dose,52,December,2020,12/25/20,6
2020-21,Region 2S,Monroe County Health Department,Monroe,Pfizer,Hospital,First Dose,52,December,2020,12/26/20,42
2020-21,Region 2S,Monroe County Health Department,Monroe,Pfizer,Hospital,First Dose,53,December,2020,12/27/20,41
2020-21,Region 2S,Monroe County Health Department,Monroe,Pfizer,Hospital,First Dose,53,December,2020,12/28/20,135
2020-21,Region 2S,Monroe County Health Department,Monroe,Pfizer,Hospital,First Dose,53,December,2020,12/29/20,128
2020-21,Region 2S,Monroe County Health Department,Monroe,Pfizer,Hospital,First Dose,53,December,2020,12/30/20,146
2020-21,Region 2S,Monroe County Health Department,Monroe,Pfizer,Hospital,First Dose,53,December,2020,12/31/20,92
2020-21,Region 2S,Monroe County Health Department,Monroe,Pfizer,Hospital,First Dose,53,January,2021,1/1/21,41
2020-21,Region 2S,Monroe County Health Department,Monroe,Pfizer,Hospital,First Dose,53,January,2021,1/2/21,43
2020-21,Region 2S,Monroe County Health Department,Monroe,Pfizer,Local Health Department,First Dose,51,December,2020,12/18/20,6
2020-21,Region 2S,Monroe County Health Department,Monroe,Pfizer,Local Health Department,First Dose,51,December,2020,12/19/20,2
2020-21,Region 2S,Monroe County Health Department,Monroe,Pfizer,Local Health Department,First Dose,52,December,2020,12/20/20,3
2020-21,Region 2S,Monroe County Health Department,Monroe,Pfizer,Local Health Department,First Dose,52,December,2020,12/21/20,18
2020-21,Region 2S,Monroe County Health Department,Monroe,Pfizer,Local Health Department,First Dose,52,December,2020,12/22/20,15
2020-21,Region 2S,Monroe County Health Department,Monroe,Pfizer,Local Health Department,First Dose,52,December,2020,12/23/20,7
2020-21,Region 2S,Monroe County Health Department,Monroe,Pfizer,Local Health Department,First Dose,53,December,2020,12/28/20,4
2020-21,Region 2S,Monroe County Health Department,Monroe,Pfizer,Local Health Department,First Dose,53,December,2020,12/29/20,7
2020-21,Region 2S,Monroe County Health Department,Monroe,Pfizer,Local Health Department,First Dose,53,December,2020,12/30/20,7
2020-21,Region 2S,Monroe County Health Department,Monroe,Pfizer,Local Health Department,First Dose,53,December,2020,12/31/20,3
2020-21,Region 2S,Monroe County Health Department,Monroe,Pfizer,Other,First Dose,52,December,2020,12/22/20,1
2020-21,Region 2S,Monroe County Health Department,Monroe,Pfizer,Pharmacy,First Dose,51,December,2020,12/18/20,2
2020-21,Region 2S,Monroe County Health Department,Monroe,Pfizer,Pharmacy,First Dose,52,December,2020,12/20/20,1
2020-21,Region 2S,Monroe County Health Department,Monroe,Pfizer,Pharmacy,First Dose,52,December,2020,12/21/20,2
2020-21,Region 2S,Monroe County Health Department,Monroe,Pfizer,Pharmacy,First Dose,52,December,2020,12/23/20,2
2020-21,Region 2S,Washtenaw County Health Department,Washtenaw,Moderna,Family Practice,First Dose,53,January,2021,1/1/21,1
2020-21,Region 2S,Washtenaw County Health Department,Washtenaw,Moderna,Federally Qualified Health Center,First Dose,53,December,2020,12/30/20,50
2020-21,Region 2S,Washtenaw County Health Department,Washtenaw,Moderna,Federally Qualified Health Center,First Dose,53,December,2020,12/31/20,1
2020-21,Region 2S,Washtenaw County Health Department,Washtenaw,Moderna,Hospital,First Dose,52,December,2020,12/23/20,50
2020-21,Region 2S,Washtenaw County Health Department,Washtenaw,Moderna,Hospital,First Dose,52,December,2020,12/24/20,17
2020-21,Region 2S,Washtenaw County Health Department,Washtenaw,Moderna,Hospital,First Dose,52,December,2020,12/26/20,57
2020-21,Region 2S,Washtenaw County Health Department,Washtenaw,Moderna,Hospital,First Dose,53,December,2020,12/27/20,6
2020-21,Region 2S,Washtenaw County Health Department,Washtenaw,Moderna,Hospital,First Dose,53,December,2020,12/28/20,166
2020-21,Region 2S,Washtenaw County Health Department,Washtenaw,Moderna,Hospital,First Dose,53,December,2020,12/29/20,93
2020-21,Region 2S,Washtenaw County Health Department,Washtenaw,Moderna,Hospital,First Dose,53,December,2020,12/30/20,82
2020-21,Region 2S,Washtenaw County Health Department,Washtenaw,Moderna,Hospital,First Dose,53,December,2020,12/31/20,22
2020-21,Region 2S,Washtenaw County Health Department,Washtenaw,Moderna,Hospital,First Dose,53,January,2021,1/2/21,47
2020-21,Region 2S,Washtenaw County Health Department,Washtenaw,Moderna,Local Health Department,First Dose,52,December,2020,12/22/20,1
2020-21,Region 2S,Washtenaw County Health Department,Washtenaw,Moderna,Local Health Department,First Dose,52,December,2020,12/23/20,8
2020-21,Region 2S,Washtenaw County Health Department,Washtenaw,Moderna,Local Health Department,First Dose,53,December,2020,12/27/20,5
2020-21,Region 2S,Washtenaw County Health Department,Washtenaw,Moderna,Local Health Department,First Dose,53,December,2020,12/28/20,1
2020-21,Region 2S,Washtenaw County Health Department,Washtenaw,Moderna,Local Health Department,First Dose,53,December,2020,12/29/20,13
2020-21,Region 2S,Washtenaw County Health Department,Washtenaw,Moderna,Local Health Department,First Dose,53,December,2020,12/30/20,13
2020-21,Region 2S,Washtenaw County Health Department,Washtenaw,Moderna,Other,First Dose,52,December,2020,12/21/20,1
2020-21,Region 2S,Washtenaw County Health Department,Washtenaw,Moderna,Other,First Dose,52,December,2020,12/22/20,1
2020-21,Region 2S,Washtenaw County Health Department,Washtenaw,Moderna,Other,First Dose,53,December,2020,12/28/20,1
2020-21,Region 2S,Washtenaw County Health Department,Washtenaw,Moderna,Other,First Dose,53,December,2020,12/29/20,1
2020-21,Region 2S,Washtenaw County Health Department,Washtenaw,Moderna,Other,First Dose,53,January,2021,1/2/21,7
2020-21,Region 2S,Washtenaw County Health Department,Washtenaw,Moderna,Pharmacy,First Dose,53,December,2020,12/28/20,106
2020-21,Region 2S,Washtenaw County Health Department,Washtenaw,Moderna,Pharmacy,First Dose,53,December,2020,12/29/20,188
2020-21,Region 2S,Washtenaw County Health Department,Washtenaw,Moderna,Pharmacy,First Dose,53,December,2020,12/30/20,25
2020-21,Region 2S,Washtenaw County Health Department,Washtenaw,Moderna,Pharmacy,First Dose,53,December,2020,12/31/20,3
2020-21,Region 2S,Washtenaw County Health Department,Washtenaw,Moderna,Pharmacy,First Dose,53,January,2021,1/2/21,71
2020-21,Region 2S,Washtenaw County Health Department,Washtenaw,Moderna,Specialty Provider,First Dose,53,December,2020,12/28/20,1
2020-21,Region 2S,Washtenaw County Health Department,Washtenaw,Pfizer,Home Health Provider,First Dose,52,December,2020,12/25/20,1
2020-21,Region 2S,Washtenaw County Health Department,Washtenaw,Pfizer,Hospital,First Dose,51,December,2020,12/14/20,4
2020-21,Region 2S,Washtenaw County Health Department,Washtenaw,Pfizer,Hospital,First Dose,51,December,2020,12/15/20,40
2020-21,Region 2S,Washtenaw County Health Department,Washtenaw,Pfizer,Hospital,First Dose,51,December,2020,12/16/20,38
2020-21,Region 2S,Washtenaw County Health Department,Washtenaw,Pfizer,Hospital,First Dose,51,December,2020,12/17/20,113
2020-21,Region 2S,Washtenaw County Health Department,Washtenaw,Pfizer,Hospital,First Dose,51,December,2020,12/18/20,250
2020-21,Region 2S,Washtenaw County Health Department,Washtenaw,Pfizer,Hospital,First Dose,51,December,2020,12/19/20,160
2020-21,Region 2S,Washtenaw County Health Department,Washtenaw,Pfizer,Hospital,First Dose,52,December,2020,12/20/20,150
2020-21,Region 2S,Washtenaw County Health Department,Washtenaw,Pfizer,Hospital,First Dose,52,December,2020,12/21/20,818
2020-21,Region 2S,Washtenaw County Health Department,Washtenaw,Pfizer,Hospital,First Dose,52,December,2020,12/22/20,793
2020-21,Region 2S,Washtenaw County Health Department,Washtenaw,Pfizer,Hospital,First Dose,52,December,2020,12/23/20,751
2020-21,Region 2S,Washtenaw County Health Department,Washtenaw,Pfizer,Hospital,First Dose,52,December,2020,12/24/20,373
2020-21,Region 2S,Washtenaw County Health Department,Washtenaw,Pfizer,Hospital,First Dose,52,December,2020,12/25/20,58
2020-21,Region 2S,Washtenaw County Health Department,Washtenaw,Pfizer,Hospital,First Dose,52,December,2020,12/26/20,319
2020-21,Region 2S,Washtenaw County Health Department,Washtenaw,Pfizer,Hospital,First Dose,53,December,2020,12/27/20,538
2020-21,Region 2S,Washtenaw County Health Department,Washtenaw,Pfizer,Hospital,First Dose,53,December,2020,12/28/20,505
2020-21,Region 2S,Washtenaw County Health Department,Washtenaw,Pfizer,Hospital,First Dose,53,December,2020,12/29/20,611
2020-21,Region 2S,Washtenaw County Health Department,Washtenaw,Pfizer,Hospital,First Dose,53,December,2020,12/30/20,738
2020-21,Region 2S,Washtenaw County Health Department,Washtenaw,Pfizer,Hospital,First Dose,53,December,2020,12/31/20,787
2020-21,Region 2S,Washtenaw County Health Department,Washtenaw,Pfizer,Hospital,First Dose,53,January,2021,1/1/21,524
2020-21,Region 2S,Washtenaw County Health Department,Washtenaw,Pfizer,Hospital,First Dose,53,January,2021,1/2/21,553
2020-21,Region 2S,Washtenaw County Health Department,Washtenaw,Pfizer,Local Health Department,First Dose,51,December,2020,12/14/20,1
2020-21,Region 2S,Washtenaw County Health Department,Washtenaw,Pfizer,Local Health Department,First Dose,51,December,2020,12/18/20,59
2020-21,Region 2S,Washtenaw County Health Department,Washtenaw,Pfizer,Local Health Department,First Dose,51,December,2020,12/19/20,15
2020-21,Region 2S,Washtenaw County Health Department,Washtenaw,Pfizer,Local Health Department,First Dose,52,December,2020,12/20/20,9
2020-21,Region 2S,Washtenaw County Health Department,Washtenaw,Pfizer,Local Health Department,First Dose,52,December,2020,12/21/20,138
2020-21,Region 2S,Washtenaw County Health Department,Washtenaw,Pfizer,Local Health Department,First Dose,52,December,2020,12/22/20,214
2020-21,Region 2S,Washtenaw County Health Department,Washtenaw,Pfizer,Local Health Department,First Dose,52,December,2020,12/23/20,13
2020-21,Region 2S,Washtenaw County Health Department,Washtenaw,Pfizer,Local Health Department,First Dose,53,December,2020,12/28/20,22
2020-21,Region 2S,Washtenaw County Health Department,Washtenaw,Pfizer,Local Health Department,First Dose,53,December,2020,12/29/20,105
2020-21,Region 2S,Washtenaw County Health Department,Washtenaw,Pfizer,Local Health Department,First Dose,53,December,2020,12/30/20,109
