Year Range,Persons Residence in Preparedness Region,Persons Residence in Local Health Department Jurisdiction,Persons Residence in County,Vaccine Type,Facility Type,Dose Number,Week,Month,Year,Date,Number of Doses
2021-22,Region 1,Mid Michigan District Health Department,Clinton,Pfizer,Hospital,Second Dose,3,January,2021,1/18/2021,42
2021-22,Region 1,Mid Michigan District Health Department,Clinton,Pfizer,Hospital,Second Dose,3,January,2021,1/19/2021,50
2021-22,Region 1,Mid Michigan District Health Department,Clinton,Pfizer,Hospital,Second Dose,3,January,2021,1/20/2021,30
2021-22,Region 1,Mid Michigan District Health Department,Clinton,Pfizer,Hospital,Second Dose,3,January,2021,1/21/2021,20
2021-22,Region 1,Mid Michigan District Health Department,Clinton,Pfizer,Hospital,Second Dose,3,January,2021,1/22/2021,33
2021-22,Region 1,Mid Michigan District Health Department,Clinton,Pfizer,Hospital,Second Dose,3,January,2021,1/23/2021,1
2021-22,Region 1,Mid Michigan District Health Department,Clinton,Pfizer,Hospital,Second Dose,4,January,2021,1/25/2021,16
2021-22,Region 1,Mid Michigan District Health Department,Clinton,Pfizer,Hospital,Second Dose,4,January,2021,1/26/2021,2
2021-22,Region 1,Mid Michigan District Health Department,Clinton,Pfizer,Local Health Department,First Dose,1,January,2021,1/4/2021,42
2021-22,Region 1,Mid Michigan District Health Department,Clinton,Pfizer,Local Health Department,First Dose,1,January,2021,1/5/2021,33
2021-22,Region 1,Mid Michigan District Health Department,Clinton,Pfizer,Local Health Department,First Dose,1,January,2021,1/6/2021,50
2021-22,Region 1,Mid Michigan District Health Department,Clinton,Pfizer,Local Health Department,First Dose,1,January,2021,1/7/2021,2
2021-22,Region 1,Mid Michigan District Health Department,Clinton,Pfizer,Local Health Department,First Dose,1,January,2021,1/8/2021,3
2021-22,Region 1,Mid Michigan District Health Department,Clinton,Pfizer,Local Health Department,First Dose,2,January,2021,1/11/2021,61
2021-22,Region 1,Mid Michigan District Health Department,Clinton,Pfizer,Local Health Department,First Dose,2,January,2021,1/12/2021,53
2021-22,Region 1,Mid Michigan District Health Department,Clinton,Pfizer,Local Health Department,First Dose,2,January,2021,1/13/2021,34
2021-22,Region 1,Mid Michigan District Health Department,Clinton,Pfizer,Local Health Department,First Dose,2,January,2021,1/14/2021,10
2021-22,Region 1,Mid Michigan District Health Department,Clinton,Pfizer,Local Health Department,First Dose,2,January,2021,1/15/2021,12
2021-22,Region 1,Mid Michigan District Health Department,Clinton,Pfizer,Local Health Department,First Dose,2,January,2021,1/16/2021,4
2021-22,Region 1,Mid Michigan District Health Department,Clinton,Pfizer,Local Health Department,First Dose,3,January,2021,1/17/2021,1
2021-22,Region 1,Mid Michigan District Health Department,Clinton,Pfizer,Local Health Department,First Dose,3,January,2021,1/18/2021,40
2021-22,Region 1,Mid Michigan District Health Department,Clinton,Pfizer,Local Health Department,First Dose,3,January,2021,1/19/2021,38
2021-22,Region 1,Mid Michigan District Health Department,Clinton,Pfizer,Local Health Department,First Dose,3,January,2021,1/20/2021,31
2021-22,Region 1,Mid Michigan District Health Department,Clinton,Pfizer,Local Health Department,First Dose,3,January,2021,1/22/2021,2
2021-22,Region 1,Mid Michigan District Health Department,Clinton,Pfizer,Local Health Department,First Dose,4,January,2021,1/25/2021,26
2021-22,Region 1,Mid Michigan District Health Department,Clinton,Pfizer,Local Health Department,First Dose,4,January,2021,1/26/2021,16
2021-22,Region 1,Mid Michigan District Health Department,Clinton,Pfizer,Local Health Department,Second Dose,1,January,2021,1/8/2021,4
2021-22,Region 1,Mid Michigan District Health Department,Clinton,Pfizer,Local Health Department,Second Dose,2,January,2021,1/11/2021,32
2021-22,Region 1,Mid Michigan District Health Department,Clinton,Pfizer,Local Health Department,Second Dose,2,January,2021,1/12/2021,27
2021-22,Region 1,Mid Michigan District Health Department,Clinton,Pfizer,Local Health Department,Second Dose,2,January,2021,1/13/2021,48
2021-22,Region 1,Mid Michigan District Health Department,Clinton,Pfizer,Local Health Department,Second Dose,3,January,2021,1/18/2021,20
2021-22,Region 1,Mid Michigan District Health Department,Clinton,Pfizer,Local Health Department,Second Dose,3,January,2021,1/19/2021,28
2021-22,Region 1,Mid Michigan District Health Department,Clinton,Pfizer,Local Health Department,Second Dose,3,January,2021,1/20/2021,51
2021-22,Region 1,Mid Michigan District Health Department,Clinton,Pfizer,Local Health Department,Second Dose,3,January,2021,1/21/2021,1
2021-22,Region 1,Mid Michigan District Health Department,Clinton,Pfizer,Local Health Department,Second Dose,4,January,2021,1/25/2021,13
2021-22,Region 1,Mid Michigan District Health Department,Clinton,Pfizer,Local Health Department,Second Dose,4,January,2021,1/26/2021,42
2021-22,Region 1,Mid Michigan District Health Department,Clinton,Pfizer,Other,First Dose,1,January,2021,1/6/2021,1
2021-22,Region 1,Mid Michigan District Health Department,Clinton,Pfizer,Other,First Dose,3,January,2021,1/18/2021,5
2021-22,Region 1,Mid Michigan District Health Department,Clinton,Pfizer,Other,First Dose,3,January,2021,1/19/2021,61
2021-22,Region 1,Mid Michigan District Health Department,Clinton,Pfizer,Other,First Dose,3,January,2021,1/20/2021,111
2021-22,Region 1,Mid Michigan District Health Department,Clinton,Pfizer,Other,First Dose,3,January,2021,1/21/2021,52
2021-22,Region 1,Mid Michigan District Health Department,Clinton,Pfizer,Other,First Dose,3,January,2021,1/22/2021,17
2021-22,Region 1,Mid Michigan District Health Department,Clinton,Pfizer,Other,First Dose,3,January,2021,1/23/2021,25
2021-22,Region 1,Mid Michigan District Health Department,Clinton,Pfizer,Other,First Dose,4,January,2021,1/25/2021,4
2021-22,Region 1,Mid Michigan District Health Department,Clinton,Pfizer,Other,First Dose,4,January,2021,1/26/2021,43
2021-22,Region 1,Mid Michigan District Health Department,Clinton,Pfizer,Other,Second Dose,3,January,2021,1/19/2021,2
2021-22,Region 1,Mid Michigan District Health Department,Clinton,Pfizer,Other,Second Dose,4,January,2021,1/25/2021,1
2021-22,Region 1,Mid Michigan District Health Department,Clinton,Pfizer,Pharmacy,First Dose,2,January,2021,1/12/2021,2
2021-22,Region 1,Mid Michigan District Health Department,Clinton,Pfizer,Pharmacy,First Dose,2,January,2021,1/13/2021,2
2021-22,Region 1,Mid Michigan District Health Department,Clinton,Pfizer,Pharmacy,First Dose,2,January,2021,1/15/2021,3
2021-22,Region 1,Mid Michigan District Health Department,Clinton,Pfizer,Pharmacy,First Dose,3,January,2021,1/18/2021,2
2021-22,Region 1,Mid Michigan District Health Department,Clinton,Pfizer,Pharmacy,First Dose,3,January,2021,1/19/2021,4
2021-22,Region 1,Mid Michigan District Health Department,Clinton,Pfizer,Pharmacy,First Dose,3,January,2021,1/20/2021,1
2021-22,Region 1,Mid Michigan District Health Department,Clinton,Pfizer,Pharmacy,First Dose,3,January,2021,1/21/2021,9
2021-22,Region 1,Mid Michigan District Health Department,Clinton,Pfizer,Pharmacy,First Dose,3,January,2021,1/22/2021,4
2021-22,Region 1,Mid Michigan District Health Department,Clinton,Pfizer,Pharmacy,First Dose,4,January,2021,1/25/2021,27
2021-22,Region 1,Mid Michigan District Health Department,Clinton,Pfizer,Pharmacy,Second Dose,2,January,2021,1/11/2021,5
2021-22,Region 1,Mid Michigan District Health Department,Clinton,Pfizer,Pharmacy,Second Dose,2,January,2021,1/12/2021,7
2021-22,Region 1,Mid Michigan District Health Department,Clinton,Pfizer,Pharmacy,Second Dose,2,January,2021,1/13/2021,6
2021-22,Region 1,Mid Michigan District Health Department,Clinton,Pfizer,Pharmacy,Second Dose,2,January,2021,1/14/2021,1
2021-22,Region 1,Mid Michigan District Health Department,Clinton,Pfizer,Pharmacy,Second Dose,2,January,2021,1/15/2021,2
2021-22,Region 1,Mid Michigan District Health Department,Gratiot,Moderna,Federally Qualified Health Center,First Dose,1,January,2021,1/5/2021,2
2021-22,Region 1,Mid Michigan District Health Department,Gratiot,Moderna,Federally Qualified Health Center,First Dose,1,January,2021,1/6/2021,7
2021-22,Region 1,Mid Michigan District Health Department,Gratiot,Moderna,Federally Qualified Health Center,First Dose,1,January,2021,1/8/2021,1
2021-22,Region 1,Mid Michigan District Health Department,Gratiot,Moderna,Federally Qualified Health Center,First Dose,2,January,2021,1/11/2021,3
2021-22,Region 1,Mid Michigan District Health Department,Gratiot,Moderna,Federally Qualified Health Center,First Dose,2,January,2021,1/12/2021,1
2021-22,Region 1,Mid Michigan District Health Department,Gratiot,Moderna,Hospital,First Dose,1,January,2021,1/4/2021,8
2021-22,Region 1,Mid Michigan District Health Department,Gratiot,Moderna,Hospital,First Dose,1,January,2021,1/5/2021,17
2021-22,Region 1,Mid Michigan District Health Department,Gratiot,Moderna,Hospital,First Dose,1,January,2021,1/6/2021,19
2021-22,Region 1,Mid Michigan District Health Department,Gratiot,Moderna,Hospital,First Dose,1,January,2021,1/7/2021,3
2021-22,Region 1,Mid Michigan District Health Department,Gratiot,Moderna,Hospital,First Dose,1,January,2021,1/8/2021,14
2021-22,Region 1,Mid Michigan District Health Department,Gratiot,Moderna,Hospital,First Dose,2,January,2021,1/11/2021,4
2021-22,Region 1,Mid Michigan District Health Department,Gratiot,Moderna,Hospital,First Dose,2,January,2021,1/12/2021,1
2021-22,Region 1,Mid Michigan District Health Department,Gratiot,Moderna,Hospital,First Dose,2,January,2021,1/14/2021,1
2021-22,Region 1,Mid Michigan District Health Department,Gratiot,Moderna,Hospital,First Dose,2,January,2021,1/15/2021,2
2021-22,Region 1,Mid Michigan District Health Department,Gratiot,Moderna,Hospital,First Dose,3,January,2021,1/20/2021,2
2021-22,Region 1,Mid Michigan District Health Department,Gratiot,Moderna,Hospital,First Dose,3,January,2021,1/22/2021,5
2021-22,Region 1,Mid Michigan District Health Department,Gratiot,Moderna,Hospital,First Dose,4,January,2021,1/25/2021,1
2021-22,Region 1,Mid Michigan District Health Department,Gratiot,Moderna,Hospital,First Dose,4,January,2021,1/26/2021,2
2021-22,Region 1,Mid Michigan District Health Department,Gratiot,Moderna,Hospital,Second Dose,2,January,2021,1/15/2021,1
2021-22,Region 1,Mid Michigan District Health Department,Gratiot,Moderna,Hospital,Second Dose,3,January,2021,1/22/2021,6
2021-22,Region 1,Mid Michigan District Health Department,Gratiot,Moderna,Hospital,Second Dose,4,January,2021,1/25/2021,1
2021-22,Region 1,Mid Michigan District Health Department,Gratiot,Moderna,Hospital,Second Dose,4,January,2021,1/26/2021,11
2021-22,Region 1,Mid Michigan District Health Department,Gratiot,Moderna,Local Health Department,First Dose,1,January,2021,1/4/2021,50
2021-22,Region 1,Mid Michigan District Health Department,Gratiot,Moderna,Local Health Department,First Dose,1,January,2021,1/5/2021,1
2021-22,Region 1,Mid Michigan District Health Department,Gratiot,Moderna,Local Health Department,First Dose,1,January,2021,1/6/2021,3
2021-22,Region 1,Mid Michigan District Health Department,Gratiot,Moderna,Local Health Department,First Dose,1,January,2021,1/7/2021,10
2021-22,Region 1,Mid Michigan District Health Department,Gratiot,Moderna,Local Health Department,First Dose,1,January,2021,1/8/2021,19
2021-22,Region 1,Mid Michigan District Health Department,Gratiot,Moderna,Local Health Department,First Dose,2,January,2021,1/11/2021,6
2021-22,Region 1,Mid Michigan District Health Department,Gratiot,Moderna,Local Health Department,First Dose,2,January,2021,1/12/2021,18
2021-22,Region 1,Mid Michigan District Health Department,Gratiot,Moderna,Local Health Department,First Dose,2,January,2021,1/13/2021,1
2021-22,Region 1,Mid Michigan District Health Department,Gratiot,Moderna,Local Health Department,First Dose,2,January,2021,1/14/2021,100
2021-22,Region 1,Mid Michigan District Health Department,Gratiot,Moderna,Local Health Department,First Dose,2,January,2021,1/15/2021,47
2021-22,Region 1,Mid Michigan District Health Department,Gratiot,Moderna,Local Health Department,First Dose,3,January,2021,1/19/2021,31
2021-22,Region 1,Mid Michigan District Health Department,Gratiot,Moderna,Local Health Department,First Dose,3,January,2021,1/20/2021,10
2021-22,Region 1,Mid Michigan District Health Department,Gratiot,Moderna,Local Health Department,First Dose,3,January,2021,1/21/2021,109
2021-22,Region 1,Mid Michigan District Health Department,Gratiot,Moderna,Local Health Department,First Dose,3,January,2021,1/22/2021,13
2021-22,Region 1,Mid Michigan District Health Department,Gratiot,Moderna,Local Health Department,First Dose,4,January,2021,1/25/2021,1
2021-22,Region 1,Mid Michigan District Health Department,Gratiot,Moderna,Local Health Department,First Dose,4,January,2021,1/26/2021,10
2021-22,Region 1,Mid Michigan District Health Department,Gratiot,Moderna,Local Health Department,Second Dose,3,January,2021,1/20/2021,2
2021-22,Region 1,Mid Michigan District Health Department,Gratiot,Moderna,Local Health Department,Second Dose,3,January,2021,1/23/2021,1
2021-22,Region 1,Mid Michigan District Health Department,Gratiot,Moderna,Local Health Department,Second Dose,4,January,2021,1/25/2021,7
2021-22,Region 1,Mid Michigan District Health Department,Gratiot,Moderna,Local Health Department,Second Dose,4,January,2021,1/26/2021,68
2021-22,Region 1,Mid Michigan District Health Department,Gratiot,Moderna,Other,First Dose,2,January,2021,1/15/2021,1
2021-22,Region 1,Mid Michigan District Health Department,Gratiot,Moderna,Other,First Dose,3,January,2021,1/20/2021,1
2021-22,Region 1,Mid Michigan District Health Department,Gratiot,Moderna,Other,First Dose,3,January,2021,1/21/2021,1
2021-22,Region 1,Mid Michigan District Health Department,Gratiot,Moderna,Pharmacy,First Dose,1,January,2021,1/3/2021,3
2021-22,Region 1,Mid Michigan District Health Department,Gratiot,Moderna,Pharmacy,First Dose,1,January,2021,1/4/2021,8
2021-22,Region 1,Mid Michigan District Health Department,Gratiot,Moderna,Pharmacy,First Dose,1,January,2021,1/5/2021,3
2021-22,Region 1,Mid Michigan District Health Department,Gratiot,Moderna,Pharmacy,First Dose,1,January,2021,1/6/2021,1
2021-22,Region 1,Mid Michigan District Health Department,Gratiot,Moderna,Pharmacy,First Dose,1,January,2021,1/7/2021,100
2021-22,Region 1,Mid Michigan District Health Department,Gratiot,Moderna,Pharmacy,First Dose,1,January,2021,1/8/2021,8
2021-22,Region 1,Mid Michigan District Health Department,Gratiot,Moderna,Pharmacy,First Dose,2,January,2021,1/11/2021,1
2021-22,Region 1,Mid Michigan District Health Department,Gratiot,Moderna,Pharmacy,First Dose,2,January,2021,1/12/2021,17
2021-22,Region 1,Mid Michigan District Health Department,Gratiot,Moderna,Pharmacy,First Dose,2,January,2021,1/13/2021,50
2021-22,Region 1,Mid Michigan District Health Department,Gratiot,Moderna,Pharmacy,First Dose,2,January,2021,1/14/2021,2
2021-22,Region 1,Mid Michigan District Health Department,Gratiot,Moderna,Pharmacy,First Dose,2,January,2021,1/15/2021,3
2021-22,Region 1,Mid Michigan District Health Department,Gratiot,Moderna,Pharmacy,First Dose,3,January,2021,1/18/2021,3
2021-22,Region 1,Mid Michigan District Health Department,Gratiot,Moderna,Pharmacy,First Dose,3,January,2021,1/19/2021,9
2021-22,Region 1,Mid Michigan District Health Department,Gratiot,Moderna,Pharmacy,First Dose,3,January,2021,1/20/2021,3
2021-22,Region 1,Mid Michigan District Health Department,Gratiot,Moderna,Pharmacy,First Dose,3,January,2021,1/21/2021,27
2021-22,Region 1,Mid Michigan District Health Department,Gratiot,Moderna,Pharmacy,First Dose,3,January,2021,1/22/2021,1
2021-22,Region 1,Mid Michigan District Health Department,Gratiot,Moderna,Pharmacy,First Dose,3,January,2021,1/23/2021,207
2021-22,Region 1,Mid Michigan District Health Department,Gratiot,Moderna,Pharmacy,First Dose,4,January,2021,1/24/2021,1
2021-22,Region 1,Mid Michigan District Health Department,Gratiot,Moderna,Pharmacy,First Dose,4,January,2021,1/25/2021,5
2021-22,Region 1,Mid Michigan District Health Department,Gratiot,Moderna,Pharmacy,Second Dose,3,January,2021,1/23/2021,1
2021-22,Region 1,Mid Michigan District Health Department,Gratiot,Moderna,Pharmacy,Second Dose,4,January,2021,1/25/2021,3
